Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
gregtech:machine:1166, Предметный выходной люк (§7LV§r), gregtech.machine.item_bus.export.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1167, Предметный выходной люк (§bMV§r), gregtech.machine.item_bus.export.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1168, Предметный выходной люк (§6HV§r), gregtech.machine.item_bus.export.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1169, Предметный выходной люк (§5EV§r), gregtech.machine.item_bus.export.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1170, Предметный выходной люк (§1IV§r), gregtech.machine.item_bus.export.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1171, Предметный выходной люк (§dLuV§r), gregtech.machine.item_bus.export.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1172, Предметный выходной люк (§fZPM§r), gregtech.machine.item_bus.export.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1173, Предметный выходной люк (§3UV§r), gregtech.machine.item_bus.export.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1174, Предметный выходной люк (§4UHV§r), gregtech.machine.item_bus.export.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1180, Жидкостный входной люк (§8ULV§r), gregtech.machine.fluid_hatch.import.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1181, Жидкостный входной люк (§7LV§r), gregtech.machine.fluid_hatch.import.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1182, Жидкостный входной люк (§bMV§r), gregtech.machine.fluid_hatch.import.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1183, Жидкостный входной люк (§6HV§r), gregtech.machine.fluid_hatch.import.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1184, Жидкостный входной люк (§5EV§r), gregtech.machine.fluid_hatch.import.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1185, Жидкостный входной люк (§1IV§r), gregtech.machine.fluid_hatch.import.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1186, Жидкостный входной люк (§dLuV§r), gregtech.machine.fluid_hatch.import.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1187, Жидкостный входной люк (§fZPM§r), gregtech.machine.fluid_hatch.import.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1188, Жидкостный входной люк (§3UV§r), gregtech.machine.fluid_hatch.import.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1189, Жидкостный входной люк (§4UHV§r), gregtech.machine.fluid_hatch.import.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1190, Четверной входной люк (§5EV§r), gregtech.machine.fluid_hatch.import_4x, true, net.minecraft.item.ItemStack
gregtech:machine:1191, Девятерной входной люк (§5EV§r), gregtech.machine.fluid_hatch.import_9x, true, net.minecraft.item.ItemStack
gregtech:machine:1195, Жидкостный выходной люк (§8ULV§r), gregtech.machine.fluid_hatch.export.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1196, Жидкостный выходной люк (§7LV§r), gregtech.machine.fluid_hatch.export.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1197, Жидкостный выходной люк (§bMV§r), gregtech.machine.fluid_hatch.export.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1198, Жидкостный выходной люк (§6HV§r), gregtech.machine.fluid_hatch.export.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1199, Жидкостный выходной люк (§5EV§r), gregtech.machine.fluid_hatch.export.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1200, Жидкостный выходной люк (§1IV§r), gregtech.machine.fluid_hatch.export.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1201, Жидкостный выходной люк (§dLuV§r), gregtech.machine.fluid_hatch.export.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1202, Жидкостный выходной люк (§fZPM§r), gregtech.machine.fluid_hatch.export.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1203, Жидкостный выходной люк (§3UV§r), gregtech.machine.fluid_hatch.export.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1204, Жидкостный выходной люк (§4UHV§r), gregtech.machine.fluid_hatch.export.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1205, Четверной выходной люк (§5EV§r), gregtech.machine.fluid_hatch.export_4x, true, net.minecraft.item.ItemStack
gregtech:machine:1206, Девятерной выходной люк (§5EV§r), gregtech.machine.fluid_hatch.export_9x, true, net.minecraft.item.ItemStack
gregtech:machine:1210, Энергетический входной разъем (§8ULV§r), gregtech.machine.energy_hatch.input.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1211, Энергетический входной разъем (§7LV§r), gregtech.machine.energy_hatch.input.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1212, Энергетический входной разъем (§bMV§r), gregtech.machine.energy_hatch.input.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1213, Энергетический входной разъем (§6HV§r), gregtech.machine.energy_hatch.input.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1214, Энергетический входной разъем (§5EV§r), gregtech.machine.energy_hatch.input.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1215, Энергетический входной разъем (§1IV§r), gregtech.machine.energy_hatch.input.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1216, Энергетический входной разъем (§dLuV§r), gregtech.machine.energy_hatch.input.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1217, Энергетический входной разъем (§fZPM§r), gregtech.machine.energy_hatch.input.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1218, Энергетический входной разъем (§3UV§r), gregtech.machine.energy_hatch.input.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1219, Энергетический входной разъем (§4UHV§r), gregtech.machine.energy_hatch.input.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1225, Энергетический выходной разъем (§8ULV§r), gregtech.machine.energy_hatch.output.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1226, Энергетический выходной разъем (§7LV§r), gregtech.machine.energy_hatch.output.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1227, Энергетический выходной разъем (§bMV§r), gregtech.machine.energy_hatch.output.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1228, Энергетический выходной разъем (§6HV§r), gregtech.machine.energy_hatch.output.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1229, Энергетический выходной разъем (§5EV§r), gregtech.machine.energy_hatch.output.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1230, Энергетический выходной разъем (§1IV§r), gregtech.machine.energy_hatch.output.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1231, Энергетический выходной разъем (§dLuV§r), gregtech.machine.energy_hatch.output.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1232, Энергетический выходной разъем (§fZPM§r), gregtech.machine.energy_hatch.output.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1233, Энергетический выходной разъем (§3UV§r), gregtech.machine.energy_hatch.output.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1234, Энергетический выходной разъем (§4UHV§r), gregtech.machine.energy_hatch.output.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1399, Энергетический входной разъем (4A §5EV§r), gregtech.machine.energy_hatch.input_4a.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1240, Энергетический входной разъем (4A §1IV§r), gregtech.machine.energy_hatch.input_4a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1241, Энергетический входной разъем (4A §dLuV§r), gregtech.machine.energy_hatch.input_4a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1242, Энергетический входной разъем (4A §fZPM§r), gregtech.machine.energy_hatch.input_4a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1243, Энергетический входной разъем (4A §3UV§r), gregtech.machine.energy_hatch.input_4a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1244, Энергетический входной разъем (4A §4UHV§r), gregtech.machine.energy_hatch.input_4a.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1245, Энергетический входной разъем (16A §1IV§r), gregtech.machine.energy_hatch.input_16a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1246, Энергетический входной разъем (16A §dLuV§r), gregtech.machine.energy_hatch.input_16a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1247, Энергетический входной разъем (16A §fZPM§r), gregtech.machine.energy_hatch.input_16a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1248, Энергетический входной разъем (16A §3UV§r), gregtech.machine.energy_hatch.input_16a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1249, Энергетический входной разъем (16A §4UHV§r), gregtech.machine.energy_hatch.input_16a.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1400, Энергетический выходной разъем (4A §5EV§r), gregtech.machine.energy_hatch.output_4a.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1250, Энергетический выходной разъем (4A §1IV§r), gregtech.machine.energy_hatch.output_4a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1251, Энергетический выходной разъем (4A §dLuV§r), gregtech.machine.energy_hatch.output_4a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1252, Энергетический выходной разъем (4A §fZPM§r), gregtech.machine.energy_hatch.output_4a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1253, Энергетический выходной разъем (4A §3UV§r), gregtech.machine.energy_hatch.output_4a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1254, Энергетический выходной разъем (4A §4UHV§r), gregtech.machine.energy_hatch.output_4a.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1255, Энергетический выходной разъем (16А §1IV§r), gregtech.machine.energy_hatch.output_16a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1256, Энергетический выходной разъем (16А §dLuV§r), gregtech.machine.energy_hatch.output_16a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1257, Энергетический выходной разъем (16А §fZPM§r), gregtech.machine.energy_hatch.output_16a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1258, Энергетический выходной разъем (16А §3UV§r), gregtech.machine.energy_hatch.output_16a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1259, Энергетический выходной разъем (16А §4UHV§r), gregtech.machine.energy_hatch.output_16a.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1260, Энергетический входной разъем Подстанции (64A §1IV§r), gregtech.machine.substation_hatch.input_64a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1261, Энергетический входной разъем Подстанции (64A §dLuV§r), gregtech.machine.substation_hatch.input_64a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1262, Энергетический входной разъем Подстанции (64A §fZPM§r), gregtech.machine.substation_hatch.input_64a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1263, Энергетический входной разъем Подстанции (64A §3UV§r), gregtech.machine.substation_hatch.input_64a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1264, Энергетический входной разъем Подстанции (64A §4UHV§r), gregtech.machine.substation_hatch.input_64a.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1265, Энергетический выходной разъем Подстанции (64А §1IV§r), gregtech.machine.substation_hatch.output_64a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1266, Энергетический выходной разъем Подстанции (64А §dLuV§r), gregtech.machine.substation_hatch.output_64a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1267, Энергетический выходной разъем Подстанции (64А §fZPM§r), gregtech.machine.substation_hatch.output_64a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1268, Энергетический выходной разъем Подстанции (64А §3UV§r), gregtech.machine.substation_hatch.output_64a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1269, Энергетический выходной разъем Подстанции (64А §4UHV§r), gregtech.machine.substation_hatch.output_64a.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1270, Трансформатор (§8ULV§r), gregtech.machine.transformer.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1271, Трансформатор (§7LV§r), gregtech.machine.transformer.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1272, Трансформатор (§bMV§r), gregtech.machine.transformer.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1273, Трансформатор (§6HV§r), gregtech.machine.transformer.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1274, Трансформатор (§5EV§r), gregtech.machine.transformer.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1275, Трансформатор (§1IV§r), gregtech.machine.transformer.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1276, Трансформатор (§dLuV§r), gregtech.machine.transformer.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1277, Трансформатор (§fZPM§r), gregtech.machine.transformer.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1278, Трансформатор (§3UV§r), gregtech.machine.transformer.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1730, Высоковольтажный трансформатор (§8ULV§r), gregtech.machine.transformer.hi_amp.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1731, Высоковольтажный трансформатор (§7LV§r), gregtech.machine.transformer.hi_amp.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1732, Высоковольтажный трансформатор (§bMV§r), gregtech.machine.transformer.hi_amp.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1733, Высоковольтажный трансформатор (§6HV§r), gregtech.machine.transformer.hi_amp.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1734, Высокоамперный трансформатор (§5EV§r), gregtech.machine.transformer.hi_amp.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1735, Высокоамперный трансформатор (§1IV§r), gregtech.machine.transformer.hi_amp.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1736, Высокоамперный трансформатор (§dLuV§r), gregtech.machine.transformer.hi_amp.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1737, Высокоамперный трансформатор (§fZPM§r), gregtech.machine.transformer.hi_amp.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1738, Высокоамперный трансформатор (§3UV§r), gregtech.machine.transformer.hi_amp.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1285, Силовой трансформатор (§8ULV§r), gregtech.machine.transformer.adjustable.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1286, Силовой трансформатор (§7LV§r), gregtech.machine.transformer.adjustable.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1287, Силовой трансформатор (§bMV§r), gregtech.machine.transformer.adjustable.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1288, Силовой трансформатор (§6HV§r), gregtech.machine.transformer.adjustable.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1289, Силовой трансформатор (§5EV§r), gregtech.machine.transformer.adjustable.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1290, Силовой трансформатор (§1IV§r), gregtech.machine.transformer.adjustable.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1291, Силовой трансформатор (§dLuV§r), gregtech.machine.transformer.adjustable.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1292, Силовой трансформатор (§fZPM§r), gregtech.machine.transformer.adjustable.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1293, Силовой трансформатор (§3UV§r), gregtech.machine.transformer.adjustable.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1300, Диод (§8ULV§r), gregtech.machine.diode.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1301, Диод (§7LV§r), gregtech.machine.diode.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1302, Диод (§bMV§r), gregtech.machine.diode.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1303, Диод (§6HV§r), gregtech.machine.diode.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1304, Диод (§5EV§r), gregtech.machine.diode.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1305, Диод (§1IV§r), gregtech.machine.diode.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1306, Диод (§dLuV§r), gregtech.machine.diode.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1307, Диод (§fZPM§r), gregtech.machine.diode.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1308, Диод (§3UV§r), gregtech.machine.diode.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1309, Диод (§4UHV§R), gregtech.machine.diode.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1315, Батарейный буфер (4 ячейки §8ULV§r), gregtech.machine.battery_buffer.ulv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1316, Батарейный буфер (4 ячейки §7LV§r), gregtech.machine.battery_buffer.lv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1317, Батарейный буфер (4 ячеек §bMV§r), gregtech.machine.battery_buffer.mv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1318, Батарейный буфер (4 ячейки §6HV§r), gregtech.machine.battery_buffer.hv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1319, Батарейный буфер (4 ячейки §5EV§r), gregtech.machine.battery_buffer.ev.4, true, net.minecraft.item.ItemStack
gregtech:machine:1320, Батарейный буфер (4 ячейки §1IV§r), gregtech.machine.battery_buffer.iv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1321, Батарейный буфер (4 ячейки §dLuV§r), gregtech.machine.battery_buffer.luv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1322, Батарейный буфер (4 ячейки §fZPM§r), gregtech.machine.battery_buffer.zpm.4, true, net.minecraft.item.ItemStack
gregtech:machine:1323, Батарейный буфер (4 ячейки §3UV§r), gregtech.machine.battery_buffer.uv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1324, Батарейный буфер (4 ячейки §4UHV§R), gregtech.machine.battery_buffer.uhv.4, true, net.minecraft.item.ItemStack
gregtech:machine:1325, Батарейный буфер (8 ячеек §8ULV§r), gregtech.machine.battery_buffer.ulv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1326, Батарейный буфер (8 ячеек §7LV§r), gregtech.machine.battery_buffer.lv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1327, Батарейный буфер (8 ячеек §bMV§r), gregtech.machine.battery_buffer.mv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1328, Батарейный буфер (8 ячеек §6HV§r), gregtech.machine.battery_buffer.hv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1329, Батарейный буфер (8 ячеек §5EV§r), gregtech.machine.battery_buffer.ev.8, true, net.minecraft.item.ItemStack
gregtech:machine:1330, Батарейный буфер (8 ячеек §1IV§r), gregtech.machine.battery_buffer.iv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1331, Батарейный буфер (8 ячеек §dLuV§r), gregtech.machine.battery_buffer.luv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1332, Батарейный буфер (8 ячеек §fZPM§r), gregtech.machine.battery_buffer.zpm.8, true, net.minecraft.item.ItemStack
gregtech:machine:1333, Батарейный буфер (8 ячеек §3UV§r), gregtech.machine.battery_buffer.uv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1334, Батарейный буфер (8 ячеек §4UHV§R), gregtech.machine.battery_buffer.uhv.8, true, net.minecraft.item.ItemStack
gregtech:machine:1335, Батарейный буфер (16 ячеек §8ULV§r), gregtech.machine.battery_buffer.ulv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1336, Батарейный буфер (16 ячеек §7LV§r), gregtech.machine.battery_buffer.lv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1337, Батарейный буфер (16 ячеек §bMV§r), gregtech.machine.battery_buffer.mv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1338, Батарейный буфер (16 ячеек §6HV§r), gregtech.machine.battery_buffer.hv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1339, Батарейный буфер (16 ячеек §5EV§r), gregtech.machine.battery_buffer.ev.16, true, net.minecraft.item.ItemStack
gregtech:machine:1340, Батарейный буфер (16 ячеек §1IV§r), gregtech.machine.battery_buffer.iv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1341, Батарейный буфер (16 ячеек §dLuV§r), gregtech.machine.battery_buffer.luv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1342, Батарейный буфер (16 ячеек §fZPM§r), gregtech.machine.battery_buffer.zpm.16, true, net.minecraft.item.ItemStack
gregtech:machine:1343, Батарейный буфер (16 ячеек §3UV§r), gregtech.machine.battery_buffer.uv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1344, Батарейный буфер (16 ячеек §4UHV§R), gregtech.machine.battery_buffer.uhv.16, true, net.minecraft.item.ItemStack
gregtech:machine:1375, Зарядное устройство (§8ULV§r), gregtech.machine.charger.ulv, true, net.minecraft.item.ItemStack
gregtech:machine:1376, Зарядное устройство (§7LV§r), gregtech.machine.charger.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1377, Зарядное устройство (§bMV§r), gregtech.machine.charger.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1378, Зарядное устройство (§6HV§r), gregtech.machine.charger.hv, true, net.minecraft.item.ItemStack
gregtech:machine:1379, Зарядное устройство (§5EV§r), gregtech.machine.charger.ev, true, net.minecraft.item.ItemStack
gregtech:machine:1380, Зарядное устройство (§1IV§r), gregtech.machine.charger.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1381, Зарядное устройство (§dLuV§r), gregtech.machine.charger.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1382, Зарядное устройство (§fZPM§r), gregtech.machine.charger.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1383, Зарядное устройство (§3UV§r), gregtech.machine.charger.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1384, Зарядное устройство (§4UHV§R), gregtech.machine.charger.uhv, true, net.minecraft.item.ItemStack
gregtech:machine:1398, Интерфейс доступа к машине, gregtech.machine.machine_hatch, true, net.minecraft.item.ItemStack
gregtech:machine:1402, Предметный сквозной люк, gregtech.machine.passthrough_hatch_item, true, net.minecraft.item.ItemStack
gregtech:machine:1403, Жидкостный сквозной люк, gregtech.machine.passthrough_hatch_fluid, true, net.minecraft.item.ItemStack
gregtech:machine:1404, Люк доступа к данным, gregtech.machine.data_access_hatch, true, net.minecraft.item.ItemStack
gregtech:machine:1405, Улучшенный люк доступа к данным, gregtech.machine.data_access_hatch.advanced, true, net.minecraft.item.ItemStack
gregtech:machine:1406, Творческий люк доступа к данным, gregtech.machine.data_access_hatch.creative, true, net.minecraft.item.ItemStack
gregtech:machine:1407, Люк приема оптических данных, gregtech.machine.data_access_hatch.optical.receiver, true, net.minecraft.item.ItemStack
gregtech:machine:1408, Люк отправки оптических данных, gregtech.machine.data_access_hatch.optical.transmitter, true, net.minecraft.item.ItemStack
gregtech:machine:1409, Люк приема Данных Вычислений, gregtech.machine.computation_hatch.receiver, true, net.minecraft.item.ItemStack
gregtech:machine:1410, Люк передачи Данных Вычислений, gregtech.machine.computation_hatch.transmitter, true, net.minecraft.item.ItemStack
gregtech:machine:1411, Держатель объекта, gregtech.machine.research_station.object_holder, true, net.minecraft.item.ItemStack
gregtech:machine:1412, Пустой компонент HPCA, gregtech.machine.hpca.empty_component, true, net.minecraft.item.ItemStack
gregtech:machine:1413, Вычислительный компонент HPCA, gregtech.machine.hpca.computation_component, true, net.minecraft.item.ItemStack
gregtech:machine:1414, Улучшенный вычислительный компонент HPCA, gregtech.machine.hpca.advanced_computation_component, true, net.minecraft.item.ItemStack
gregtech:machine:1415, Компонент радиатора HPCA, gregtech.machine.hpca.heat_sink_component, true, net.minecraft.item.ItemStack
gregtech:machine:1416, Компонент активного охлаждения HPCA, gregtech.machine.hpca.active_cooler_component, true, net.minecraft.item.ItemStack
gregtech:machine:1417, Компонент моста HPCA, gregtech.machine.hpca.bridge_component, true, net.minecraft.item.ItemStack
gregtech:machine:1418, Люк резервуара, gregtech.machine.reservoir_hatch, true, net.minecraft.item.ItemStack
gregtech:machine:1420, Люк для Лазерного Приемника (256A §1IV§r), gregtech.machine.laser_hatch.target_256a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1421, Люк для Лазерного Приемника (256A §dLuV§r), gregtech.machine.laser_hatch.target_256a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1422, Люк для Лазерного Приемника (256A §fZPM§r), gregtech.machine.laser_hatch.target_256a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1423, Люк для Лазерного Приемника (256A §3UV§r), gregtech.machine.laser_hatch.target_256a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1429, Люк для Лазерного Источника (256A §1IV§r), gregtech.machine.laser_hatch.source_256a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1430, Люк для Лазерного Источника (256A §dLuV§r), gregtech.machine.laser_hatch.source_256a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1431, Люк для Лазерного Источника (256A §fZPM§r), gregtech.machine.laser_hatch.source_256a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1432, Люк для Лазерного Источника (256A §3UV§r), gregtech.machine.laser_hatch.source_256a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1438, Люк для Лазерного Приемника (1024A §1IV§r), gregtech.machine.laser_hatch.target_1024a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1439, Люк для Лазерного Приемника (1024A §dLuV§r), gregtech.machine.laser_hatch.target_1024a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1440, Люк для Лазерного Приемника (1024A §fZPM§r), gregtech.machine.laser_hatch.target_1024a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1441, Люк для Лазерного Приемника (1024A §3UV§r), gregtech.machine.laser_hatch.target_1024a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1447, Люк для Лазерного Источника (1024A §1IV§r), gregtech.machine.laser_hatch.source_1024a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1448, Люк для Лазерного Источника (1024A §dLuV§r), gregtech.machine.laser_hatch.source_1024a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1449, Люк для Лазерного Источника (1024A §fZPM§r), gregtech.machine.laser_hatch.source_1024a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1450, Люк для Лазерного Источника (1024A §3UV§r), gregtech.machine.laser_hatch.source_1024a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1456, Люк для Лазерного Приемника (4096A §1IV§r), gregtech.machine.laser_hatch.target_4096a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1457, Люк для Лазерного Приемника (4096A §dLuV§r), gregtech.machine.laser_hatch.target_4096a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1458, Люк для Лазерного Приемника (4096A §fZPM§r), gregtech.machine.laser_hatch.target_4096a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1459, Люк для Лазерного Приемника (4096A §3UV§r), gregtech.machine.laser_hatch.target_4096a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1465, Люк для Лазерного Источника (4096A §1IV§r), gregtech.machine.laser_hatch.source_4096a.iv, true, net.minecraft.item.ItemStack
gregtech:machine:1466, Люк для Лазерного Источника (4096A §dLuV§r), gregtech.machine.laser_hatch.source_4096a.luv, true, net.minecraft.item.ItemStack
gregtech:machine:1467, Люк для Лазерного Источника (4096A §fZPM§r), gregtech.machine.laser_hatch.source_4096a.zpm, true, net.minecraft.item.ItemStack
gregtech:machine:1468, Люк для Лазерного Источника (4096A §3UV§r), gregtech.machine.laser_hatch.source_4096a.uv, true, net.minecraft.item.ItemStack
gregtech:machine:1510, Обычный буфер, gregtech.machine.buffer.lv, true, net.minecraft.item.ItemStack
gregtech:machine:1511, Улучшенный буфер, gregtech.machine.buffer.mv, true, net.minecraft.item.ItemStack
gregtech:machine:1512, Улучшенный буфер II, gregtech.machine.buffer.hv, true, net.minecraft.item.ItemStack
